block,y,x,count
key_activities,17,12,11
key_activities,26,12,11
key_activities,17,52,11
key_activities,63,9,11
key_activities,64,10,12
key_activities,63,55,12
key_activities,42,2,12
key_activities,46,51,12
key_activities,18,54,12
key_activities,47,12,12
key_activities,64,12,12
key_activities,19,11,12
key_activities,41,56,12
key_activities,21,4,12
key_activities,66,7,12
key_activities,45,8,12
key_activities,45,7,12
key_activities,21,2,12
key_activities,49,52,12
key_activities,21,14,12
key_activities,51,4,12
key_activities,52,9,12
key_activities,44,54,12
key_activities,44,53,12
key_activities,70,4,12
key_activities,53,8,12
key_activities,22,48,12
key_activities,54,0,12
key_activities,22,52,12
key_activities,54,6,12
key_activities,54,54,12
key_activities,71,5,12
key_activities,12,7,12
key_activities,12,5,12
key_activities,72,3,12
key_activities,23,52,12
key_activities,46,9,12
key_activities,72,31,12
key_activities,72,5,12
key_activities,41,5,12
key_activities,56,54,12
key_activities,72,54,12
key_activities,73,0,12
key_activities,24,52,12
key_activities,60,8,12
key_activities,42,55,12
key_activities,27,9,12
key_activities,61,7,12
key_activities,42,52,12
key_activities,62,6,12
key_activities,17,0,12
key_activities,26,10,12
key_activities,17,51,12
key_activities,33,11,12
key_activities,18,0,12
key_activities,63,54,13
key_activities,40,4,13
key_activities,47,53,13
key_activities,48,8,13
key_activities,20,13,13
key_activities,48,55,13
key_activities,20,15,13
key_activities,20,49,13
key_activities,50,10,13
key_activities,67,6,13
key_activities,50,8,13
key_activities,50,5,13
key_activities,50,53,13
key_activities,42,4,13
key_activities,67,56,13
key_activities,50,52,13
key_activities,50,56,13
key_activities,51,7,13
key_activities,52,57,13
key_activities,22,56,13
key_activities,12,6,13
key_activities,23,5,13
key_activities,25,10,13
key_activities,72,7,13
key_activities,24,6,13
key_activities,57,6,13
key_activities,72,51,13
key_activities,45,5,13
key_activities,73,3,13
key_activities,14,8,13
key_activities,59,6,13
key_activities,43,53,13
key_activities,16,9,13
key_activities,25,55,13
key_activities,16,52,13
key_activities,16,54,13
key_activities,26,5,13
key_activities,17,9,13
key_activities,17,11,13
key_activities,17,54,13
key_activities,17,53,13
key_activities,26,53,13
key_activities,64,9,14
key_activities,43,4,14
key_activities,47,52,14
key_activities,20,4,14
key_activities,48,57,14
key_activities,20,53,14
key_activities,67,9,14
key_activities,50,7,14
key_activities,44,52,14
key_activities,21,48,14
key_activities,52,7,14
key_activities,22,7,14
key_activities,52,53,14
key_activities,46,6,14
key_activities,22,50,14
key_activities,22,55,14
key_activities,70,54,14
key_activities,23,12,14
key_activities,23,51,14
key_activities,56,9,14
key_activities,13,3,14
key_activities,13,7,14
key_activities,13,6,14
key_activities,57,8,14
key_activities,39,9,14
key_activities,25,11,14
key_activities,16,11,14
key_activities,26,54,14
key_activities,20,0,15
key_activities,43,5,15
key_activities,18,52,15
key_activities,19,52,15
key_activities,48,5,15
key_activities,46,7,15
key_activities,49,10,15
key_activities,21,11,15
key_activities,21,36,15
key_activities,21,55,15
key_activities,21,54,15
key_activities,71,54,15
key_activities,56,7,15
key_activities,23,54,15
key_activities,24,55,15
key_activities,25,7,15
key_activities,15,8,15
key_activities,25,52,15
key_activities,26,55,15
key_activities,44,6,16
key_activities,47,6,16
key_activities,19,53,16
key_activities,43,6,16
key_activities,51,8,16
key_activities,22,11,16
key_activities,22,10,16
key_activities,71,4,16
key_activities,23,7,16
key_activities,23,55,16
key_activities,14,5,16
key_activities,14,4,16
key_activities,14,7,16
key_activities,45,4,16
key_activities,17,49,16
key_activities,18,11,16
key_activities,19,55,17
key_activities,20,57,17
key_activities,21,12,17
key_activities,71,3,17
key_activities,23,56,17
key_activities,72,6,17
key_activities,24,7,17
key_activities,24,5,17
key_activities,24,9,17
key_activities,25,8,17
key_activities,15,9,17
key_activities,25,4,17
key_activities,25,54,17
key_activities,18,56,18
key_activities,47,7,18
key_activities,19,54,18
key_activities,20,52,18
key_activities,20,54,18
key_activities,21,53,18
key_activities,21,56,18
key_activities,70,7,18
key_activities,23,10,18
key_activities,72,56,18
key_activities,25,53,18
key_activities,18,3,18
key_activities,18,9,18
key_activities,48,6,19
key_activities,49,6,19
key_activities,54,8,19
key_activities,72,0,19
key_activities,41,8,19
key_activities,14,6,19
key_activities,15,7,19
key_activities,45,3,19
key_activities,44,3,20
key_activities,44,5,20
key_activities,45,6,20
key_activities,20,10,20
key_activities,20,55,20
key_activities,51,6,20
key_activities,21,52,20
key_activities,22,5,20
key_activities,72,4,20
key_activities,16,8,20
key_activities,16,5,20
key_activities,17,3,20
key_activities,21,5,21
key_activities,45,52,21
key_activities,44,7,21
key_activities,22,8,21
key_activities,22,9,21
key_activities,23,11,21
key_activities,71,56,21
key_activities,15,5,21
key_activities,16,7,21
key_activities,18,6,21
key_activities,44,4,22
key_activities,48,7,22
key_activities,50,6,22
key_activities,14,3,22
key_activities,18,4,22
key_activities,19,9,23
key_activities,0,0,23
key_activities,21,10,23
key_activities,22,54,23
key_activities,16,51,23
key_activities,19,6,24
key_activities,19,8,24
key_activities,23,6,24
key_activities,23,53,24
key_activities,24,8,24
key_activities,19,4,25
key_activities,21,9,25
key_activities,23,8,25
key_activities,25,6,25
key_activities,17,5,25
key_activities,18,5,25
key_activities,18,10,25
key_activities,20,7,26
key_activities,22,6,26
key_activities,42,6,26
key_activities,22,51,26
key_activities,20,6,27
key_activities,71,6,27
key_activities,16,6,27
key_activities,17,8,27
key_activities,20,11,28
key_activities,17,6,28
key_activities,19,10,29
key_activities,15,6,29
key_activities,21,6,31
key_activities,18,7,31
key_activities,20,8,32
key_activities,18,8,32
key_activities,17,7,33
key_activities,23,9,34
key_activities,19,7,35
key_activities,20,5,35
key_activities,21,7,35
key_activities,19,5,36
key_activities,17,4,37
key_activities,20,9,40
key_activities,21,8,42
key_partners,46,2,1
key_partners,45,16,1
key_partners,18,37,1
key_partners,24,5,1
key_partners,30,12,1
key_partners,17,1,1
key_partners,16,0,1
key_partners,15,26,1
key_partners,-4,7,1
key_partners,11,0,1
key_partners,22,1,1
key_partners,19,0,1
key_partners,21,3,1
key_partners,21,1,1
key_partners,22,0,1
key_partners,24,1,1
key_partners,22,2,1
key_partners,23,0,1
key_partners,23,11,1
key_partners,24,12,1
key_partners,25,2,1
key_partners,26,6,1
key_partners,27,1,1
key_partners,27,0,1
key_partners,29,1,1
key_partners,28,7,1
key_partners,28,11,1
key_partners,30,0,1
key_partners,31,18,1
key_partners,45,12,1
key_partners,31,7,1
key_partners,31,69,1
key_partners,31,21,1
key_partners,33,0,1
key_partners,32,21,1
key_partners,32,9,1
key_partners,32,14,1
key_partners,33,12,1
key_partners,34,2,1
key_partners,36,4,1
key_partners,33,10,1
key_partners,34,1,1
key_partners,33,13,1
key_partners,34,3,1
key_partners,36,0,1
key_partners,34,10,1
key_partners,34,6,1
key_partners,35,24,1
key_partners,34,15,1
key_partners,35,14,1
key_partners,35,9,1
key_partners,35,13,1
key_partners,45,3,1
key_partners,41,12,1
key_partners,37,10,1
key_partners,36,14,1
key_partners,36,12,1
key_partners,36,6,1
key_partners,37,1,1
key_partners,40,13,1
key_partners,39,5,1
key_partners,39,12,1
key_partners,39,6,1
key_partners,40,12,1
key_partners,39,14,1
key_partners,40,3,1
key_partners,41,5,1
key_partners,41,4,1
key_partners,40,17,1
key_partners,41,1,1
key_partners,41,0,1
key_partners,42,11,1
key_partners,45,2,1
key_partners,42,10,1
key_partners,42,0,1
key_partners,41,14,1
key_partners,41,19,1
key_partners,42,1,1
key_partners,42,4,1
key_partners,42,2,1
key_partners,44,1,1
key_partners,44,25,1
key_partners,43,13,1
key_partners,43,10,1
key_partners,43,5,1
key_partners,43,20,1
key_partners,44,2,1
key_partners,44,8,1
key_partners,44,18,1
key_partners,44,16,1
key_partners,44,12,1
key_partners,44,14,1
key_partners,48,4,1
key_partners,49,19,1
key_partners,58,12,1
key_partners,48,3,1
key_partners,47,7,1
key_partners,46,11,1
key_partners,47,8,1
key_partners,47,17,1
key_partners,49,16,1
key_partners,48,13,1
key_partners,48,6,1
key_partners,48,16,1
key_partners,48,23,1
key_partners,49,8,1
key_partners,49,1,1
key_partners,49,13,1
key_partners,49,11,1
key_partners,52,0,1
key_partners,50,24,1
key_partners,50,7,1
key_partners,50,6,1
key_partners,52,-2,1
key_partners,51,9,1
key_partners,51,6,1
key_partners,52,1,1
key_partners,52,2,1
key_partners,52,3,1
key_partners,53,2,1
key_partners,52,14,1
key_partners,58,8,1
key_partners,54,8,1
key_partners,53,8,1
key_partners,53,7,1
key_partners,53,69,1
key_partners,53,20,1
key_partners,53,16,1
key_partners,54,4,1
key_partners,56,3,1
key_partners,54,9,1
key_partners,58,4,1
key_partners,56,2,1
key_partners,55,2,1
key_partners,54,12,1
key_partners,55,67,1
key_partners,55,7,1
key_partners,55,5,1
key_partners,56,5,1
key_partners,58,3,1
key_partners,56,11,1
key_partners,57,1,1
key_partners,56,14,1
key_partners,57,0,1
key_partners,57,2,1
key_partners,58,1,1
key_partners,57,5,1
key_partners,59,5,1
key_partners,62,38,1
key_partners,58,57,1
key_partners,58,17,1
key_partners,59,3,1
key_partners,59,2,1
key_partners,62,11,1
key_partners,61,0,1
key_partners,60,2,1
key_partners,60,6,1
key_partners,60,3,1
key_partners,60,4,1
key_partners,61,4,1
key_partners,62,3,1
key_partners,61,10,1
key_partners,62,0,1
key_partners,62,6,1
key_partners,66,1,1
key_partners,65,0,1
key_partners,62,47,1
key_partners,63,3,1
key_partners,63,44,1
key_partners,63,18,1
key_partners,63,42,1
key_partners,63,4,1
key_partners,65,2,1
key_partners,65,1,1
key_partners,69,27,1
key_partners,67,2,1
key_partners,67,0,1
key_partners,67,41,1
key_partners,72,38,1
key_partners,75,1,1
key_partners,78,80,1
key_partners,75,60,1
key_partners,31,2,2
key_partners,24,2,2
key_partners,24,0,2
key_partners,23,1,2
key_partners,26,0,2
key_partners,27,4,2
key_partners,27,3,2
key_partners,28,5,2
key_partners,30,3,2
key_partners,28,2,2
key_partners,31,6,2
key_partners,31,5,2
key_partners,32,3,2
key_partners,32,6,2
key_partners,33,5,2
key_partners,34,14,2
key_partners,39,0,2
key_partners,42,3,2
key_partners,43,1,2
key_partners,47,5,2
key_partners,47,11,2
key_partners,49,14,2
key_partners,50,5,2
key_partners,52,4,2
key_partners,53,0,2
key_partners,52,5,2
key_partners,52,6,2
key_partners,53,11,2
key_partners,54,2,2
key_partners,54,5,2
key_partners,54,3,2
key_partners,62,8,2
key_partners,63,0,2
key_partners,71,1,2
key_partners,28,1,3
key_partners,30,4,3
key_partners,27,2,3
key_partners,30,2,3
key_partners,29,5,3
key_partners,36,5,3
key_partners,32,4,3
key_partners,33,6,3
key_partners,34,4,3
key_partners,34,13,3
key_partners,41,6,3
key_partners,40,0,3
key_partners,53,3,3
key_partners,51,0,3
key_partners,51,1,3
key_partners,51,7,3
key_partners,53,6,3
key_partners,55,3,3
key_partners,57,4,3
key_partners,59,4,3
key_partners,59,0,3
key_partners,29,2,4
key_partners,33,4,4
key_partners,32,2,4
key_partners,32,5,4
key_partners,33,7,4
key_partners,53,4,4
key_partners,53,5,4
key_partners,54,7,4
key_partners,31,4,5
key_partners,25,0,6
key_partners,31,3,6
key_resources,9,40,1
key_resources,61,51,1
key_resources,64,41,1
key_resources,22,34,1
key_resources,64,70,1
key_resources,67,61,1
key_resources,65,17,1
key_resources,49,70,1
key_resources,83,6,1
key_resources,47,39,1
key_resources,50,45,1
key_resources,23,68,1
key_resources,22,22,1
key_resources,50,36,1
key_resources,64,55,1
key_resources,64,68,1
key_resources,64,59,1
key_resources,61,23,1
key_resources,64,64,1
key_resources,64,63,1
key_resources,64,62,1
key_resources,17,34,1
key_resources,61,41,1
key_resources,42,61,1
key_resources,48,33,1
key_resources,65,16,1
key_resources,48,25,1
key_resources,50,25,1
key_resources,64,31,1
key_resources,50,15,1
key_resources,30,26,1
key_resources,28,64,1
key_resources,65,1,1
key_resources,34,68,1
key_resources,25,39,1
key_resources,28,69,1
key_resources,28,65,1
key_resources,64,37,1
key_resources,46,33,1
key_resources,61,43,1
key_resources,61,42,1
key_resources,9,32,1
key_resources,9,13,1
key_resources,65,11,1
key_resources,65,13,1
key_resources,42,25,1
key_resources,61,44,1
key_resources,66,5,1
key_resources,65,24,1
key_resources,40,63,1
key_resources,48,23,1
key_resources,65,32,1
key_resources,61,71,1
key_resources,9,44,1
key_resources,65,23,1
key_resources,65,18,1
key_resources,39,34,1
key_resources,65,20,1
key_resources,9,49,1
key_resources,65,31,1
key_resources,39,38,1
key_resources,48,40,1
key_resources,65,27,1
key_resources,22,27,1
key_resources,65,29,1
key_resources,10,7,1
key_resources,65,28,1
key_resources,22,33,1
key_resources,61,65,1
key_resources,28,71,1
key_resources,47,26,1
key_resources,42,23,1
key_resources,28,70,1
key_resources,65,36,1
key_resources,65,38,1
key_resources,61,64,1
key_resources,65,39,1
key_resources,61,61,1
key_resources,39,31,1
key_resources,61,59,1
key_resources,61,80,1
key_resources,44,50,1
key_resources,61,73,1
key_resources,9,64,1
key_resources,34,60,1
key_resources,34,59,1
key_resources,22,28,1
key_resources,62,2,1
key_resources,9,66,1
key_resources,10,1,1
key_resources,22,31,1
key_resources,9,68,1
key_resources,9,67,1
key_resources,66,2,1
key_resources,39,36,1
key_resources,10,0,1
key_resources,65,69,1
key_resources,64,5,1
key_resources,65,79,1
key_resources,65,78,1
key_resources,10,10,1
key_resources,49,40,1
key_resources,10,38,1
key_resources,66,37,1
key_resources,22,36,1
key_resources,64,23,1
key_resources,22,66,1
key_resources,10,34,1
key_resources,10,11,1
key_resources,66,14,1
key_resources,46,30,1
key_resources,66,24,1
key_resources,66,18,1
key_resources,66,17,1
key_resources,66,21,1
key_resources,29,16,1
key_resources,66,19,1
key_resources,10,49,1
key_resources,10,39,1
key_resources,64,10,1
key_resources,34,80,1
key_resources,66,33,1
key_resources,22,39,1
key_resources,62,19,1
key_resources,66,32,1
key_resources,34,70,1
key_resources,66,67,1
key_resources,48,26,1
key_resources,66,40,1
key_resources,10,63,1
key_resources,10,56,1
key_resources,10,80,1
key_resources,47,38,1
key_resources,66,43,1
key_resources,62,28,1
key_resources,46,32,1
key_resources,35,3,1
key_resources,29,23,1
key_resources,10,76,1
key_resources,29,19,1
key_resources,66,65,1
key_resources,66,63,1
key_resources,62,36,1
key_resources,10,67,1
key_resources,10,65,1
key_resources,62,34,1
key_resources,66,74,1
key_resources,49,49,1
key_resources,62,45,1
key_resources,11,46,1
key_resources,63,4,1
key_resources,47,35,1
key_resources,64,44,1
key_resources,66,81,1
key_resources,62,44,1
key_resources,22,64,1
key_resources,62,47,1
key_resources,39,48,1
key_resources,29,25,1
key_resources,29,27,1
key_resources,48,27,1
key_resources,67,16,1
key_resources,67,15,1
key_resources,67,13,1
key_resources,11,3,1
key_resources,67,17,1
key_resources,67,21,1
key_resources,67,19,1
key_resources,29,34,1
key_resources,67,28,1
key_resources,64,22,1
key_resources,62,61,1
key_resources,35,10,1
key_resources,67,39,1
key_resources,62,66,1
key_resources,62,58,1
key_resources,39,51,1
key_resources,62,65,1
key_resources,67,33,1
key_resources,67,36,1
key_resources,62,63,1
key_resources,67,35,1
key_resources,63,3,1
key_resources,62,62,1
key_resources,48,71,1
key_resources,62,78,1
key_resources,47,36,1
key_resources,11,18,1
key_resources,67,44,1
key_resources,67,43,1
key_resources,11,13,1
key_resources,62,69,1
key_resources,11,40,1
key_resources,67,47,1
key_resources,48,69,1
key_resources,11,34,1
key_resources,29,37,1
key_resources,11,20,1
key_resources,64,20,1
key_resources,29,36,1
key_resources,22,58,1
key_resources,64,19,1
key_resources,63,2,1
key_resources,35,13,1
key_resources,72,19,1
key_resources,35,19,1
key_resources,50,23,1
key_resources,64,38,1
key_resources,22,72,1
key_resources,42,40,1
key_resources,67,66,1
key_resources,35,36,1
key_resources,11,50,1
key_resources,35,31,1
key_resources,67,65,1
key_resources,67,64,1
key_resources,35,22,1
key_resources,23,64,1
key_resources,49,65,1
key_resources,11,49,1
key_resources,68,3,1
key_resources,30,1,1
key_resources,67,67,1
key_resources,11,52,1
key_resources,39,55,1
key_resources,35,20,1
key_resources,11,56,1
key_resources,68,13,1
key_resources,12,1,1
key_resources,68,20,1
key_resources,68,14,1
key_resources,11,67,1
key_resources,40,0,1
key_resources,35,23,1
key_resources,49,63,1
key_resources,68,26,1
key_resources,68,35,1
key_resources,68,24,1
key_resources,12,29,1
key_resources,12,15,1
key_resources,68,34,1
key_resources,39,59,1
key_resources,68,32,1
key_resources,12,10,1
key_resources,12,9,1
key_resources,63,14,1
key_resources,12,22,1
key_resources,35,27,1
key_resources,68,39,1
key_resources,63,20,1
key_resources,12,17,1
key_resources,68,49,1
key_resources,35,29,1
key_resources,63,21,1
key_resources,40,18,1
key_resources,44,61,1
key_resources,63,28,1
key_resources,45,15,1
key_resources,63,24,1
key_resources,42,36,1
key_resources,68,40,1
key_resources,42,47,1
key_resources,68,44,1
key_resources,47,44,1
key_resources,12,49,1
key_resources,12,62,1
key_resources,69,55,1
key_resources,47,40,1
key_resources,39,62,1
key_resources,68,66,1
key_resources,39,71,1
key_resources,63,41,1
key_resources,44,68,1
key_resources,68,71,1
key_resources,63,38,1
key_resources,68,81,1
key_resources,42,43,1
key_resources,39,61,1
key_resources,46,43,1
key_resources,12,32,1
key_resources,46,35,1
key_resources,12,46,1
key_resources,63,40,1
key_resources,44,64,1
key_resources,42,41,1
key_resources,12,47,1
key_resources,69,18,1
key_resources,63,47,1
key_resources,47,42,1
key_resources,69,16,1
key_resources,63,45,1
key_resources,29,68,1
key_resources,47,45,1
key_resources,35,34,1
key_resources,63,44,1
key_resources,47,43,1
key_resources,39,70,1
key_resources,39,64,1
key_resources,39,65,1
key_resources,35,32,1
key_resources,29,65,1
key_resources,69,38,1
key_resources,69,24,1
key_resources,69,23,1
key_resources,69,20,1
key_resources,69,29,1
key_resources,69,28,1
key_resources,69,31,1
key_resources,69,33,1
key_resources,69,41,1
key_resources,12,54,1
key_resources,70,34,1
key_resources,35,37,1
key_resources,23,34,1
key_resources,69,67,1
key_resources,69,62,1
key_resources,35,53,1
key_resources,69,61,1
key_resources,69,63,1
key_resources,69,74,1
key_resources,42,48,1
key_resources,23,28,1
key_resources,70,15,1
key_resources,70,16,1
key_resources,23,44,1
key_resources,70,19,1
key_resources,70,21,1
key_resources,70,26,1
key_resources,70,31,1
key_resources,70,39,1
key_resources,70,40,1
key_resources,70,42,1
key_resources,70,44,1
key_resources,23,39,1
key_resources,13,18,1
key_resources,23,36,1
key_resources,13,10,1
key_resources,70,64,1
key_resources,13,15,1
key_resources,23,42,1
key_resources,71,1,1
key_resources,71,22,1
key_resources,71,14,1
key_resources,23,60,1
key_resources,35,41,1
key_resources,71,15,1
key_resources,46,38,1
key_resources,13,32,1
key_resources,30,22,1
key_resources,71,27,1
key_resources,71,25,1
key_resources,13,31,1
key_resources,71,34,1
key_resources,71,32,1
key_resources,30,16,1
key_resources,45,14,1
key_resources,71,40,1
key_resources,13,29,1
key_resources,71,41,1
key_resources,45,13,1
key_resources,71,44,1
key_resources,47,49,1
key_resources,13,36,1
key_resources,30,21,1
key_resources,48,73,1
key_resources,48,35,1
key_resources,72,16,1
key_resources,30,18,1
key_resources,13,48,1
key_resources,46,40,1
key_resources,71,68,1
key_resources,71,63,1
key_resources,13,46,1
key_resources,71,74,1
key_resources,35,50,1
key_resources,13,41,1
key_resources,13,38,1
key_resources,13,37,1
key_resources,72,14,1
key_resources,40,14,1
key_resources,13,42,1
key_resources,14,68,1
key_resources,25,38,1
key_resources,72,23,1
key_resources,50,24,1
key_resources,72,22,1
key_resources,72,38,1
key_resources,51,16,1
key_resources,72,26,1
key_resources,72,34,1
key_resources,76,40,1
key_resources,13,58,1
key_resources,72,40,1
key_resources,72,39,1
key_resources,72,42,1
key_resources,13,56,1
key_resources,30,32,1
key_resources,30,28,1
key_resources,17,33,1
key_resources,23,69,1
key_resources,13,59,1
key_resources,13,61,1
key_resources,23,80,1
key_resources,13,60,1
key_resources,23,73,1
key_resources,72,49,1
key_resources,43,38,1
key_resources,30,42,1
key_resources,30,35,1
key_resources,72,61,1
key_resources,72,64,1
key_resources,72,65,1
key_resources,72,74,1
key_resources,72,70,1
key_resources,30,41,1
key_resources,73,15,1
key_resources,45,20,1
key_resources,36,39,1
key_resources,73,19,1
key_resources,73,28,1
key_resources,73,17,1
key_resources,30,40,1
key_resources,73,20,1
key_resources,37,21,1
key_resources,30,39,1
key_resources,73,26,1
key_resources,30,38,1
key_resources,14,28,1
key_resources,48,42,1
key_resources,47,64,1
key_resources,73,43,1
key_resources,73,33,1
key_resources,73,39,1
key_resources,73,36,1
key_resources,73,34,1
key_resources,73,47,1
key_resources,73,50,1
key_resources,14,16,1
key_resources,14,39,1
key_resources,14,26,1
key_resources,14,22,1
key_resources,73,60,1
key_resources,42,69,1
key_resources,73,59,1
key_resources,73,63,1
key_resources,35,67,1
key_resources,14,37,1
key_resources,35,78,1
key_resources,46,59,1
key_resources,42,63,1
key_resources,73,68,1
key_resources,73,65,1
key_resources,73,71,1
key_resources,40,29,1
key_resources,73,69,1
key_resources,35,71,1
key_resources,35,73,1
key_resources,35,70,1
key_resources,14,41,1
key_resources,74,44,1
key_resources,14,40,1
key_resources,74,13,1
key_resources,74,12,1
key_resources,14,48,1
key_resources,14,46,1
key_resources,74,27,1
key_resources,14,51,1
key_resources,74,43,1
key_resources,14,60,1
key_resources,74,17,1
key_resources,74,26,1
key_resources,74,23,1
key_resources,74,24,1
key_resources,74,28,1
key_resources,14,64,1
key_resources,74,37,1
key_resources,74,34,1
key_resources,45,26,1
key_resources,49,34,1
key_resources,49,35,1
key_resources,74,51,1
key_resources,76,39,1
key_resources,30,63,1
key_resources,30,64,1
key_resources,30,72,1
key_resources,74,66,1
key_resources,74,62,1
key_resources,74,63,1
key_resources,74,67,1
key_resources,31,1,1
key_resources,74,69,1
key_resources,15,18,1
key_resources,45,21,1
key_resources,48,46,1
key_resources,75,33,1
key_resources,45,25,1
key_resources,15,16,1
key_resources,75,12,1
key_resources,24,20,1
key_resources,15,15,1
key_resources,75,15,1
key_resources,43,2,1
key_resources,75,32,1
key_resources,15,19,1
key_resources,75,20,1
key_resources,36,13,1
key_resources,75,17,1
key_resources,36,14,1
key_resources,36,9,1
key_resources,36,12,1
key_resources,75,31,1
key_resources,75,24,1
key_resources,45,22,1
key_resources,47,63,1
key_resources,75,30,1
key_resources,40,31,1
key_resources,40,42,1
key_resources,15,21,1
key_resources,75,27,1
key_resources,75,25,1
key_resources,75,51,1
key_resources,40,41,1
key_resources,36,25,1
key_resources,75,37,1
key_resources,75,42,1
key_resources,15,30,1
key_resources,75,49,1
key_resources,75,46,1
key_resources,75,59,1
key_resources,15,29,1
key_resources,36,36,1
key_resources,75,70,1
key_resources,36,20,1
key_resources,36,24,1
key_resources,15,44,1
key_resources,75,61,1
key_resources,24,30,1
key_resources,75,62,1
key_resources,75,63,1
key_resources,75,64,1
key_resources,15,57,1
key_resources,36,27,1
key_resources,36,26,1
key_resources,15,38,1
key_resources,15,48,1
key_resources,31,22,1
key_resources,76,17,1
key_resources,31,21,1
key_resources,76,9,1
key_resources,76,11,1
key_resources,76,22,1
key_resources,40,36,1
key_resources,76,31,1
key_resources,79,10,1
key_resources,49,72,1
key_resources,45,33,1
key_resources,40,61,1
key_resources,77,71,1
key_resources,76,69,1
key_resources,83,0,1
key_resources,15,63,1
key_resources,16,18,1
key_resources,15,64,1
key_resources,76,46,1
key_resources,36,62,1
key_resources,76,41,1
key_resources,76,44,1
key_resources,15,70,1
key_resources,76,42,1
key_resources,15,68,1
key_resources,36,41,1
key_resources,43,22,1
key_resources,36,45,1
key_resources,76,52,1
key_resources,32,4,1
key_resources,76,53,1
key_resources,40,47,1
key_resources,36,40,1
key_resources,24,47,1
key_resources,77,8,1
key_resources,37,20,1
key_resources,76,71,1
key_resources,77,7,1
key_resources,77,1,1
key_resources,77,3,1
key_resources,77,2,1
key_resources,77,26,1
key_resources,77,21,1
key_resources,45,29,1
key_resources,43,37,1
key_resources,16,17,1
key_resources,77,20,1
key_resources,77,16,1
key_resources,77,19,1
key_resources,77,18,1
key_resources,45,41,1
key_resources,77,32,1
key_resources,77,40,1
key_resources,77,37,1
key_resources,77,46,1
key_resources,43,17,1
key_resources,45,37,1
key_resources,77,58,1
key_resources,36,46,1
key_resources,78,35,1
key_resources,77,73,1
key_resources,31,33,1
key_resources,78,6,1
key_resources,24,58,1
key_resources,78,5,1
key_resources,24,67,1
key_resources,36,48,1
key_resources,16,23,1
key_resources,16,21,1
key_resources,78,11,1
key_resources,43,28,1
key_resources,78,32,1
key_resources,78,18,1
key_resources,78,15,1
key_resources,78,12,1
key_resources,78,14,1
key_resources,78,13,1
key_resources,31,30,1
key_resources,78,31,1
key_resources,78,22,1
key_resources,16,30,1
key_resources,78,30,1
key_resources,78,29,1
key_resources,78,42,1
key_resources,78,59,1
key_resources,78,36,1
key_resources,24,70,1
key_resources,78,38,1
key_resources,78,56,1
key_resources,78,46,1
key_resources,78,45,1
key_resources,78,44,1
key_resources,78,48,1
key_resources,78,55,1
key_resources,31,40,1
key_resources,78,47,1
key_resources,31,34,1
key_resources,79,7,1
key_resources,78,66,1
key_resources,78,64,1
key_resources,79,6,1
key_resources,79,1,1
key_resources,79,2,1
key_resources,82,76,1
key_resources,79,69,1
key_resources,79,19,1
key_resources,49,39,1
key_resources,79,16,1
key_resources,37,4,1
key_resources,17,31,1
key_resources,16,68,1
key_resources,79,36,1
key_resources,79,28,1
key_resources,79,40,1
key_resources,16,66,1
key_resources,79,41,1
key_resources,79,68,1
key_resources,79,66,1
key_resources,79,57,1
key_resources,79,54,1
key_resources,36,64,1
key_resources,79,61,1
key_resources,16,65,1
key_resources,32,3,1
key_resources,79,62,1
key_resources,16,64,1
key_resources,80,72,1
key_resources,80,1,1
key_resources,80,12,1
key_resources,36,67,1
key_resources,31,46,1
key_resources,80,4,1
key_resources,31,45,1
key_resources,16,72,1
key_resources,80,39,1
key_resources,25,20,1
key_resources,80,19,1
key_resources,80,17,1
key_resources,80,31,1
key_resources,80,29,1
key_resources,80,28,1
key_resources,25,21,1
key_resources,80,68,1
key_resources,80,61,1
key_resources,80,60,1
key_resources,80,44,1
key_resources,80,58,1
key_resources,80,56,1
key_resources,81,32,1
key_resources,37,9,1
key_resources,81,5,1
key_resources,81,12,1
key_resources,37,5,1
key_resources,81,31,1
key_resources,81,21,1
key_resources,81,39,1
key_resources,81,57,1
key_resources,37,8,1
key_resources,81,38,1
key_resources,81,36,1
key_resources,81,46,1
key_resources,81,56,1
key_resources,81,42,1
key_resources,81,55,1
key_resources,81,49,1
key_resources,81,52,1
key_resources,37,15,1
key_resources,81,64,1
key_resources,17,22,1
key_resources,82,68,1
key_resources,37,12,1
key_resources,17,24,1
key_resources,31,62,1
key_resources,81,77,1
key_resources,43,35,1
key_resources,50,71,1
key_resources,50,69,1
key_resources,50,65,1
key_resources,50,63,1
key_resources,37,11,1
key_resources,82,8,1
key_resources,43,34,1
key_resources,47,74,1
key_resources,31,73,1
key_resources,17,25,1
key_resources,82,45,1
key_resources,82,35,1
key_resources,51,3,1
key_resources,82,54,1
key_resources,82,50,1
key_resources,17,27,1
key_resources,25,32,1
key_resources,2,50,1
key_resources,87,33,1
key_resources,61,20,1
key_resources,45,59,1
key_resources,84,40,1
key_resources,83,34,1
key_resources,43,40,1
key_resources,55,40,1
key_resources,41,29,1
key_resources,83,31,1
key_resources,51,32,1
key_resources,64,32,1
key_resources,83,8,1
key_resources,50,62,1
key_resources,50,17,1
key_resources,33,35,1
key_resources,84,23,1
key_resources,9,10,1
key_resources,25,40,1
key_resources,28,63,1
key_resources,51,23,1
key_resources,51,20,1
key_resources,84,7,1
